url,label
https://www.amazon.com#skippedLink,0
https://www.amazon.com.s-asin a:has(h2),0
https://www.amazon.com#s-skipLinkTargetForFilterOptions,0
https://www.amazon.com/ref=nav_logo,0
https://www.amazon.com,0
https://www.amazon.com/customer-preferences/edit?ie=UTF8&preferencesReturnUrl=%2F&ref_=topnav_lang,0
https://www.amazon.comhttps://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fs%2F%3F_encoding%3DUTF8%26k%3Delectronics%26ref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,0
https://www.amazon.com/gp/css/order-history?ref_=nav_orders_first,0
https://www.amazon.com/gp/cart/view.html?ref_=nav_cart,0
https://www.amazon.com/gp/site-directory?ref_=nav_em_js_disabled,0
https://www.amazon.comhttps://health.amazon.com/onemedical/ppv?ref_=nav_cs_all_health_ingress_aom_medicalcare,0
https://www.amazon.com/dp/B0DCCNHWV5?ref_=nav_cs_xaa,1
https://www.amazon.com/gp/bestsellers/?ref_=nav_cs_bestsellers,0
https://www.amazon.com/Amazon_Basics?channel=discovbar&field-lbr_brands_browse-bin=AmazonBasics&ref_=nav_cs_amazonbasics,0
https://www.amazon.com/prime?ref_=nav_cs_primelink_nonmember,0
https://www.amazon.com/gp/new-releases/?ref_=nav_cs_newreleases,0
https://www.amazon.com/music/player?ref_=nav_cs_music,0
https://www.amazon.com/deals?ref_=nav_cs_gb,0
https://www.amazon.com/fmc/learn-more?ref_=nav_cs_groceries,0
https://www.amazon.com/gp/help/customer/display.html?nodeId=508510&ref_=nav_cs_fs_hub_navbar_c,0
https://www.amazon.com/home-garden-kitchen-furniture-bedding/b/?ie=UTF8&node=1055398&ref_=nav_cs_home,0
https://www.amazon.com/gp/browse.html?node=16115931011&ref_=nav_cs_registry,0
https://www.amazon.comhttps://pharmacy.amazon.com/?nodl=0&ref_=nav_cs_pharmacy,0
https://www.amazon.com/books-used-books-textbooks/b/?ie=UTF8&node=283155&ref_=nav_cs_books,0
https://www.amazon.com/gift-cards/b/?ie=UTF8&node=2238192011&ref_=nav_cs_gc,0
https://www.amazon.com/Smart-Home/b/?ie=UTF8&node=6563140011&ref_=nav_cs_smart_home,0
https://www.amazon.com/amazon-fashion/b/?ie=UTF8&node=7141123011&ref_=nav_cs_fashion,0
https://www.amazon.com/luxurystores?ref_=nav_cs_luxury,0
